borough,date,year,month,crime_count,population,crime_per_1000,claimant_count,claimant_per_1000,population_density,imd_value
Croydon,2020-06-01,2020,6,2662.0,392101,6.789067102608766,21520,54.88381819990258,4523.463089152266,21.957304545454544
Croydon,2020-07-01,2020,7,3033.0,392101,7.73525188663125,21855,55.73818990515199,4523.463089152266,21.957304545454544
Croydon,2020-08-01,2020,8,2892.0,392101,7.375650661436722,22720,57.94425415900495,4523.463089152266,21.957304545454544
Croydon,2020-09-01,2020,9,2737.0,392101,6.980344350052665,22890,58.37781591987778,4523.463089152266,21.957304545454544
Croydon,2020-10-01,2020,10,2833.0,392101,7.225179226780855,22355,57.01337155477798,4523.463089152266,21.957304545454544
Croydon,2020-11-01,2020,11,2577.0,392101,6.572286222172348,23140,59.01540674469078,4523.463089152266,21.957304545454544
Croydon,2020-12-01,2020,12,2430.0,392101,6.197382817182308,23000,58.658355882795504,4523.463089152266,21.957304545454544
Croydon,2021-01-01,2021,1,2417.0,390691,6.1864747332290735,22600,57.846226301604084,4523.463089152266,21.957304545454544
Croydon,2021-02-01,2021,2,2285.0,390691,5.8486118185471385,23625,60.46978302546002,4523.463089152266,21.957304545454544
Croydon,2021-03-01,2021,3,2609.0,390691,6.677911700039161,23695,60.64895275294286,4523.463089152266,21.957304545454544
Croydon,2021-04-01,2021,4,2475.0,390691,6.334929650286288,23525,60.21382627191309,4523.463089152266,21.957304545454544
Croydon,2021-05-01,2021,5,2678.0,390691,6.854521859986536,22065,56.476857670128055,4523.463089152266,21.957304545454544
Croydon,2021-06-01,2021,6,2821.0,390691,7.220540017558633,20490,52.44553880176405,4523.463089152266,21.957304545454544
Croydon,2021-07-01,2021,7,2785.0,390691,7.128395586281742,20270,51.882433943960834,4523.463089152266,21.957304545454544
Croydon,2021-08-01,2021,8,2803.0,390691,7.174467801920188,19450,49.783588564876084,4523.463089152266,21.957304545454544
Croydon,2021-09-01,2021,9,2680.0,390691,6.859640995057475,18485,47.31360589314829,4523.463089152266,21.957304545454544
Croydon,2021-10-01,2021,10,3008.0,390691,7.699179146691375,17950,45.944237261672264,4523.463089152266,21.957304545454544
Croydon,2021-11-01,2021,11,2930.0,390691,7.499532878924778,17105,43.78140269420079,4523.463089152266,21.957304545454544
Croydon,2021-12-01,2021,12,2630.0,390691,6.731662618284014,16660,42.642395140916996,4523.463089152266,21.957304545454544
Croydon,2022-01-01,2022,1,2717.0,393547,6.903876792352628,16100,40.909980256487785,4523.463089152266,21.957304545454544
Croydon,2022-02-01,2022,2,2543.0,393547,6.4617440864750595,16070,40.83375047961235,4523.463089152266,21.957304545454544
Croydon,2022-03-01,2022,3,2748.0,393547,6.9826475617905865,15375,39.06776064866458,4523.463089152266,21.957304545454544
Croydon,2022-04-01,2022,4,2661.0,393547,6.761581208851801,14675,37.289065854904244,4523.463089152266,21.957304545454544
Croydon,2022-05-01,2022,5,2931.0,393547,7.4476492007307895,14415,36.62840778865041,4523.463089152266,21.957304545454544
Croydon,2022-06-01,2022,6,2870.0,393547,7.2926486544173885,14090,35.802585205833104,4523.463089152266,21.957304545454544
Croydon,2022-07-01,2022,7,2928.0,393547,7.440026223043245,13810,35.09110728832897,4523.463089152266,21.957304545454544
Croydon,2022-08-01,2022,8,2824.0,393547,7.175762996541709,13720,34.86241795770264,4523.463089152266,21.957304545454544
Croydon,2022-09-01,2022,9,2880.0,393547,7.318058580042536,13835,35.15463210239184,4523.463089152266,21.957304545454544
Croydon,2022-10-01,2022,10,2895.0,393547,7.356173468480257,13650,34.684548478326604,4523.463089152266,21.957304545454544
Croydon,2022-11-01,2022,11,2707.0,393547,6.878466866727481,13780,35.01487751145353,4523.463089152266,21.957304545454544
Croydon,2022-12-01,2022,12,2508.0,393547,6.372809346787042,13830,35.14192713957926,4523.463089152266,21.957304545454544
Croydon,2023-01-01,2023,1,2601.0,402217,6.466658545014258,13685,34.02392241004234,4523.463089152266,21.957304545454544
Croydon,2023-02-01,2023,2,2430.0,402217,6.041514903646539,13885,34.52116643503383,4523.463089152266,21.957304545454544
Croydon,2023-03-01,2023,3,2764.0,402217,6.871912425382319,14010,34.8319439506535,4523.463089152266,21.957304545454544
Croydon,2023-04-01,2023,4,2480.0,402217,6.16582590989441,14355,35.68968989376382,4523.463089152266,21.957304545454544
Croydon,2023-05-01,2023,5,2790.0,402217,6.9365541486312114,14055,34.94382385627659,4523.463089152266,21.957304545454544
Croydon,2023-06-01,2023,6,2990.0,402217,7.433798173622696,14310,35.57780998814073,4523.463089152266,21.957304545454544
Croydon,2023-07-01,2023,7,3009.0,402217,7.4810363559968875,14510,36.07505401313221,4523.463089152266,21.957304545454544
Croydon,2023-08-01,2023,8,2884.0,402217,7.170258840377209,14350,35.67725879313903,4523.463089152266,21.957304545454544
Croydon,2023-09-01,2023,9,2960.0,402217,7.359211569873974,14550,36.17450281813051,4523.463089152266,21.957304545454544
Croydon,2023-10-01,2023,10,2791.0,402217,6.939040368756169,14640,36.398262629376674,4523.463089152266,21.957304545454544
Croydon,2023-11-01,2023,11,2910.0,402217,7.234900563626102,14430,35.876156403135624,4523.463089152266,21.957304545454544
Croydon,2023-12-01,2023,12,2828.0,402217,7.031030513379593,14565,36.21179612000487,4523.463089152266,21.957304545454544
Croydon,2024-01-01,2024,1,2924.0,409342,7.143171235788167,14605,35.67921200365465,4523.463089152266,21.957304545454544
Croydon,2024-02-01,2024,2,2738.0,409342,6.688783462239399,15010,36.6686047363818,4523.463089152266,21.957304545454544
Croydon,2024-03-01,2024,3,2985.0,409342,7.292190881952011,15045,36.75410781204958,4523.463089152266,21.957304545454544
Croydon,2024-04-01,2024,4,2757.0,409342,6.735199417601907,14760,36.057868481611955,4523.463089152266,21.957304545454544
Croydon,2024-05-01,2024,5,2986.0,409342,7.294633826971091,14860,36.30216298351989,4523.463089152266,21.957304545454544
Croydon,2024-06-01,2024,6,2919.0,409342,7.13095651069277,15145,36.99840231395752,4523.463089152266,21.957304545454544
Croydon,2024-07-01,2024,7,3065.0,409342,7.487626483478363,16470,40.23530446423773,4523.463089152266,21.957304545454544
Croydon,2024-08-01,2024,8,3232.0,409342,7.895598301664623,16440,40.162016113665345,4523.463089152266,21.957304545454544
Croydon,2024-09-01,2024,9,2958.0,409342,7.226231366436867,16450,40.18644556385614,4523.463089152266,21.957304545454544
Croydon,2024-10-01,2024,10,3115.0,409342,7.609773734432333,16485,40.27194863952392,4523.463089152266,21.957304545454544
Croydon,2024-11-01,2024,11,2990.0,409342,7.304405607047408,16435,40.14980138856995,4523.463089152266,21.957304545454544
Croydon,2024-12-01,2024,12,2954.0,409342,7.216459586360549,16575,40.49181369124106,4523.463089152266,21.957304545454544
Ealing,2019-01-01,2019,1,2487.0,367284,6.7713268206619395,6455,17.574955620174034,6315.3909298171975,22.55273979591837
Ealing,2019-02-01,2019,2,2427.0,367284,6.607965498088673,6715,18.282854684658194,6315.3909298171975,22.55273979591837
Ealing,2019-03-01,2019,3,2864.0,367284,7.797780464163971,6910,18.813778983021315,6315.3909298171975,22.55273979591837
Ealing,2019-04-01,2019,4,2456.0,367284,6.686923470665752,7065,19.235795733002256,6315.3909298171975,22.55273979591837
Ealing,2019-05-01,2019,5,2551.0,367284,6.945578898073426,7235,19.698652813626513,6315.3909298171975,22.55273979591837
Ealing,2019-06-01,2019,6,2512.0,367284,6.839394038400801,7345,19.998148571677504,6315.3909298171975,22.55273979591837
Ealing,2019-07-01,2019,7,2728.0,367284,7.427494799664564,7430,20.22957711198963,6315.3909298171975,22.55273979591837
Ealing,2019-08-01,2019,8,2521.0,367284,6.863898236786792,7465,20.32487121682404,6315.3909298171975,22.55273979591837
Ealing,2019-09-01,2019,9,2576.0,367284,7.013646115812287,7515,20.46100565230176,6315.3909298171975,22.55273979591837
Ealing,2019-10-01,2019,10,2609.0,367284,7.103494843227584,7635,20.787728297448297,6315.3909298171975,22.55273979591837
Ealing,2019-11-01,2019,11,2741.0,367284,7.462889752888772,7685,20.92386273292602,6315.3909298171975,22.55273979591837
Ealing,2019-12-01,2019,12,2544.0,367284,6.926520077106544,7740,21.073610611951512,6315.3909298171975,22.55273979591837
Ealing,2020-01-01,2020,1,2655.0,367936,7.215928857192556,7735,21.022677857018614,6315.3909298171975,22.55273979591837
Ealing,2020-02-01,2020,2,2383.0,367936,6.476669855627065,8015,21.78367977039485,6315.3909298171975,22.55273979591837
Ealing,2020-03-01,2020,3,1850.0,367936,5.0280483562358675,8165,22.19135936684641,6315.3909298171975,22.55273979591837
Ealing,2020-04-01,2020,4,1949.0,367936,5.2971168898938945,12220,33.21229779092016,6315.3909298171975,22.55273979591837
Ealing,2020-05-01,2020,5,2236.0,367936,6.07714385110454,19845,53.93601061054096,6315.3909298171975,22.55273979591837
Ealing,2020-06-01,2020,6,2281.0,367936,6.199447730040007,20195,54.887263002261264,6315.3909298171975,22.55273979591837
Ealing,2020-07-01,2020,7,2544.0,367936,6.914245955818403,20490,55.689032875282656,6315.3909298171975,22.55273979591837
Ealing,2020-08-01,2020,8,2533.0,367936,6.884349452078623,20985,57.03437554357279,6315.3909298171975,22.55273979591837
Ealing,2020-09-01,2020,9,2644.0,367936,7.186032353452775,21265,57.79537745694903,6315.3909298171975,22.55273979591837
Ealing,2020-10-01,2020,10,2698.0,367936,7.332797008175334,20835,56.62669594712124,6315.3909298171975,22.55273979591837
Ealing,2020-11-01,2020,11,2423.0,367936,6.585384414680814,21830,59.33097060358323,6315.3909298171975,22.55273979591837
Ealing,2020-12-01,2020,12,2144.0,367936,5.827100365280918,21755,59.12713080535745,6315.3909298171975,22.55273979591837
Ealing,2021-01-01,2021,1,2057.0,366762,5.608541779137425,21515,58.662020601916225,6315.3909298171975,22.55273979591837
Ealing,2021-02-01,2021,2,1934.0,366762,5.273174429193864,22655,61.77030335749069,6315.3909298171975,22.55273979591837
Ealing,2021-03-01,2021,3,2290.0,366762,6.243831149355713,22790,62.1383894732824,6315.3909298171975,22.55273979591837
Ealing,2021-04-01,2021,4,2294.0,366762,6.25473740463843,22585,61.57944389004314,6315.3909298171975,22.55273979591837
Ealing,2021-05-01,2021,5,2430.0,366762,6.625550084250823,21470,58.53932522998566,6315.3909298171975,22.55273979591837
Ealing,2021-06-01,2021,6,2575.0,366762,7.020901838249328,19860,54.149557478691904,6315.3909298171975,22.55273979591837
Ealing,2021-07-01,2021,7,2467.0,366762,6.726432945615958,19730,53.79510418200359,6315.3909298171975,22.55273979591837
Ealing,2021-08-01,2021,8,2227.0,366762,6.072057628652914,18840,51.36846238159897,6315.3909298171975,22.55273979591837
Ealing,2021-09-01,2021,9,2468.0,366762,6.729159509436637,17740,48.369242178851685,6315.3909298171975,22.55273979591837
Ealing,2021-10-01,2021,10,2512.0,366762,6.849128317546528,17085,46.58334287630671,6315.3909298171975,22.55273979591837
Ealing,2021-11-01,2021,11,2609.0,366762,7.113605008152426,16430,44.79744357376173,6315.3909298171975,22.55273979591837
Ealing,2021-12-01,2021,12,2167.0,366762,5.908463799412153,15750,42.94338017569977,6315.3909298171975,22.55273979591837
Ealing,2022-01-01,2022,1,2232.0,370315,6.027301081511686,15255,41.194658601460915,6315.3909298171975,22.55273979591837
Ealing,2022-02-01,2022,2,2247.0,370315,6.067807137167007,15385,41.54571108380703,6315.3909298171975,22.55273979591837
Ealing,2022-03-01,2022,3,2435.0,370315,6.575483034713689,14725,39.76344463497293,6315.3909298171975,22.55273979591837
Ealing,2022-04-01,2022,4,2226.0,370315,6.011098659249558,14210,38.37273672414026,6315.3909298171975,22.55273979591837
Ealing,2022-05-01,2022,5,2573.0,370315,6.948138746742638,13975,37.73814185220691,6315.3909298171975,22.55273979591837
Ealing,2022-06-01,2022,6,2454.0,370315,6.6267907052104285,13535,36.54996421965084,6315.3909298171975,22.55273979591837
Ealing,2022-07-01,2022,7,2536.0,370315,6.848223809459514,13135,35.469802735508964,6315.3909298171975,22.55273979591837
Ealing,2022-08-01,2022,8,2461.0,370315,6.645693531182912,13065,35.28077447578413,6315.3909298171975,22.55273979591837
Ealing,2022-09-01,2022,9,2272.0,370315,6.135317229925874,13070,35.294276494335904,6315.3909298171975,22.55273979591837
Ealing,2022-10-01,2022,10,2578.0,370315,6.961640765294412,12895,34.82170584502383,6315.3909298171975,22.55273979591837
Ealing,2022-11-01,2022,11,2484.0,370315,6.70780281652107,12940,34.94322401198979,6315.3909298171975,22.55273979591837
Ealing,2022-12-01,2022,12,2216.0,370315,5.984094622146011,13060,35.26727245723236,6315.3909298171975,22.55273979591837
Ealing,2023-01-01,2023,1,2426.0,379203,6.397628710743323,13065,34.45384134619188,6315.3909298171975,22.55273979591837
Ealing,2023-02-01,2023,2,2447.0,379203,6.453008019451323,13165,34.717552340039504,6315.3909298171975,22.55273979591837
Ealing,2023-03-01,2023,3,2652.0,379203,6.993615556838949,13300,35.0735621817338,6315.3909298171975,22.55273979591837
Ealing,2023-04-01,2023,4,2298.0,379203,6.060078638618366,13600,35.864695163276664,6315.3909298171975,22.55273979591837
Ealing,2023-05-01,2023,5,2801.0,379203,7.386544937671906,13295,35.06037663204142,6315.3909298171975,22.55273979591837
Ealing,2023-06-01,2023,6,2647.0,379203,6.980430007146568,13405,35.3504587252738,6315.3909298171975,22.55273979591837
Ealing,2023-07-01,2023,7,2802.0,379203,7.389182047610383,13615,35.904251812353806,6315.3909298171975,22.55273979591837
Ealing,2023-08-01,2023,8,2639.0,379203,6.959333127638758,13540,35.70646856696809,6315.3909298171975,22.55273979591837
Ealing,2023-09-01,2023,9,2819.0,379203,7.4340129165644795,13695,36.1152206074319,6315.3909298171975,22.55273979591837
Ealing,2023-10-01,2023,10,2690.0,379203,7.093825734501046,13855,36.5371581975881,6315.3909298171975,22.55273979591837
Ealing,2023-11-01,2023,11,2709.0,379203,7.143930823332094,14025,36.98546688712906,6315.3909298171975,22.55273979591837
Ealing,2023-12-01,2023,12,2550.0,379203,6.724630343114375,14045,37.03820908589858,6315.3909298171975,22.55273979591837
Ealing,2024-01-01,2024,1,2532.0,385985,6.559840408306022,14170,36.711271163387174,6315.3909298171975,22.55273979591837
Ealing,2024-02-01,2024,2,2613.0,385985,6.769693122789746,14500,37.566226666839384,6315.3909298171975,22.55273979591837
Ealing,2024-03-01,2024,3,2669.0,385985,6.914776480951333,14585,37.786442478334656,6315.3909298171975,22.55273979591837
Ealing,2024-04-01,2024,4,2491.0,385985,6.453618663937718,14455,37.44964182545954,6315.3909298171975,22.55273979591837
Ealing,2024-05-01,2024,5,2586.0,385985,6.6997422179618376,14645,37.94188893350778,6315.3909298171975,22.55273979591837
Ealing,2024-06-01,2024,6,2732.0,385985,7.077995258883117,15405,39.910877365700735,6315.3909298171975,22.55273979591837
Ealing,2024-07-01,2024,7,2745.0,385985,7.111675324170628,17680,45.804888791015195,6315.3909298171975,22.55273979591837
Ealing,2024-08-01,2024,8,2520.0,385985,6.528751117271397,17335,44.911071673769705,6315.3909298171975,22.55273979591837
Ealing,2024-09-01,2024,9,2590.0,385985,6.71010531497338,17210,44.58722489215902,6315.3909298171975,22.55273979591837
Ealing,2024-10-01,2024,10,2753.0,385985,7.132401518193712,17345,44.93697941629856,6315.3909298171975,22.55273979591837
Ealing,2024-11-01,2024,11,2808.0,385985,7.274894102102413,17280,44.76857908986101,6315.3909298171975,22.55273979591837
Ealing,2024-12-01,2024,12,2498.0,385985,6.471754083707916,17120,44.35405520939933,6315.3909298171975,22.55273979591837
Enfield,2019-01-01,2019,1,2464.0,335151,7.351910034581428,5905,17.618924007387715,4177.765255779795,25.403448087431695
Enfield,2019-02-01,2019,2,2297.0,335151,6.853627171036339,6335,18.90192778777327,4177.765255779795,25.403448087431695
Enfield,2019-03-01,2019,3,2574.0,335151,7.680120303982384,6505,19.40916184048384,4177.765255779795,25.403448087431695
Enfield,2019-04-01,2019,4,2377.0,335151,7.092325548782489,6570,19.60310427240259,4177.765255779795,25.403448087431695
Enfield,2019-05-01,2019,5,2397.0,335151,7.152000143219026,6680,19.931314541803545,4177.765255779795,25.403448087431695
Enfield,2019-06-01,2019,6,2548.0,335151,7.602543331214886,6815,20.334118054250176,4177.765255779795,25.403448087431695
Enfield,2019-07-01,2019,7,2646.0,335151,7.8949488439539195,6860,20.468385891732385,4177.765255779795,25.403448087431695
Enfield,2019-08-01,2019,8,2290.0,335151,6.83274106298355,6985,20.84135210696074,4177.765255779795,25.403448087431695
Enfield,2019-09-01,2019,9,2476.0,335151,7.387714791243351,7090,21.154643727752564,4177.765255779795,25.403448087431695
Enfield,2019-10-01,2019,10,2593.0,335151,7.736811168697095,7110,21.2143183221891,4177.765255779795,25.403448087431695
Enfield,2019-11-01,2019,11,2765.0,335151,8.250012680851317,7285,21.736471023508805,4177.765255779795,25.403448087431695
Enfield,2019-12-01,2019,12,2501.0,335151,7.4623080342890225,7295,21.766308320727074,4177.765255779795,25.403448087431695
Enfield,2020-01-01,2020,1,2568.0,333149,7.708262669256099,7285,21.867092502153692,4177.765255779795,25.403448087431695
Enfield,2020-02-01,2020,2,2453.0,333149,7.363071778693618,7555,22.67754067999604,4177.765255779795,25.403448087431695
Enfield,2020-03-01,2020,3,1941.0,333149,5.826221900711093,7715,23.157806266865578,4177.765255779795,25.403448087431695
Enfield,2020-04-01,2020,4,1849.0,333149,5.550069188261109,12785,38.376222050794084,4177.765255779795,25.403448087431695
Enfield,2020-05-01,2020,5,2187.0,333149,6.56463024052301,18275,54.85533500025514,4177.765255779795,25.403448087431695
Enfield,2020-06-01,2020,6,2334.0,333149,7.005874248459397,18225,54.705252004358414,4177.765255779795,25.403448087431695
Enfield,2020-07-01,2020,7,2484.0,333149,7.45612323614959,18330,55.020426295741544,4177.765255779795,25.403448087431695
Enfield,2020-08-01,2020,8,2349.0,333149,7.050899147228417,18610,55.86089107276324,4177.765255779795,25.403448087431695
Enfield,2020-09-01,2020,9,2613.0,333149,7.843337365563157,18715,56.17606536414637,4177.765255779795,25.403448087431695
Enfield,2020-10-01,2020,10,2627.0,333149,7.885360604414242,18380,55.170509291638275,4177.765255779795,25.403448087431695
Enfield,2020-11-01,2020,11,2493.0,333149,7.483138175411002,18930,56.821422246502316,4177.765255779795,25.403448087431695
Enfield,2020-12-01,2020,12,2215.0,333149,6.648676718225178,19410,58.262219007110936,4177.765255779795,25.403448087431695
Enfield,2021-01-01,2021,1,2029.0,329876,6.150796056700093,19235,58.3097891328863,4177.765255779795,25.403448087431695
Enfield,2021-02-01,2021,2,1877.0,329876,5.6900168548181735,20230,61.32607403994228,4177.765255779795,25.403448087431695
Enfield,2021-03-01,2021,3,2535.0,329876,7.684705768228061,20405,61.85657641053002,4177.765255779795,25.403448087431695
Enfield,2021-04-01,2021,4,2320.0,329876,7.032945712934557,20325,61.61406104111848,4177.765255779795,25.403448087431695
Enfield,2021-05-01,2021,5,2487.0,329876,7.53919654658114,19640,59.537523190532205,4177.765255779795,25.403448087431695
Enfield,2021-06-01,2021,6,2603.0,329876,7.890843832227868,18210,55.202560962300986,4177.765255779795,25.403448087431695
Enfield,2021-07-01,2021,7,2358.0,329876,7.148140513405037,18205,55.187403751712765,4177.765255779795,25.403448087431695
Enfield,2021-08-01,2021,8,2382.0,329876,7.220895124228498,17300,52.44394863524476,4177.765255779795,25.403448087431695
Enfield,2021-09-01,2021,9,2364.0,329876,7.166329166110902,16060,48.68496040936594,4177.765255779795,25.403448087431695
Enfield,2021-10-01,2021,10,2544.0,329876,7.71198874728686,15650,47.44206914113182,4177.765255779795,25.403448087431695
Enfield,2021-11-01,2021,11,2619.0,329876,7.939346906110175,14920,45.229116395251545,4177.765255779795,25.403448087431695
Enfield,2021-12-01,2021,12,2434.0,329876,7.378530114345996,14440,43.774024178782334,4177.765255779795,25.403448087431695
Enfield,2022-01-01,2022,1,2504.0,326867,7.660608137254602,14065,43.02973380610462,4177.765255779795,25.403448087431695
Enfield,2022-02-01,2022,2,2316.0,326867,7.085450657300982,14030,42.92265661568773,4177.765255779795,25.403448087431695
Enfield,2022-03-01,2022,3,2666.0,326867,8.156222561469955,13565,41.5000596572918,4177.765255779795,25.403448087431695
Enfield,2022-04-01,2022,4,2323.0,326867,7.106866095384361,13330,40.78111280734978,4177.765255779795,25.403448087431695
Enfield,2022-05-01,2022,5,2625.0,326867,8.030789281267305,13015,39.8174180935977,4177.765255779795,25.403448087431695
Enfield,2022-06-01,2022,6,2644.0,326867,8.088916898922191,12840,39.28203214151321,4177.765255779795,25.403448087431695
Enfield,2022-07-01,2022,7,2511.0,326867,7.682023575337982,12475,38.165370012879855,4177.765255779795,25.403448087431695
Enfield,2022-08-01,2022,8,2456.0,326867,7.513759418968572,12245,37.46171990442596,4177.765255779795,25.403448087431695
Enfield,2022-09-01,2022,9,2321.0,326867,7.10074739878911,12140,37.14048833317526,4177.765255779795,25.403448087431695
Enfield,2022-10-01,2022,10,2479.0,326867,7.5841244298139605,11930,36.498025190673886,4177.765255779795,25.403448087431695
Enfield,2022-11-01,2022,11,2561.0,326867,7.834990990219264,12065,36.911037210853344,4177.765255779795,25.403448087431695
Enfield,2022-12-01,2022,12,2287.0,326867,6.9967295566698375,11960,36.58980563960265,4177.765255779795,25.403448087431695
Enfield,2023-01-01,2023,1,2636.0,328014,8.036242355509216,11725,35.74542550013109,4177.765255779795,25.403448087431695
Enfield,2023-02-01,2023,2,2253.0,328014,6.868609266677642,11765,35.86737151463047,4177.765255779795,25.403448087431695
Enfield,2023-03-01,2023,3,2580.0,328014,7.865517935210082,12075,36.81245312700067,4177.765255779795,25.403448087431695
Enfield,2023-04-01,2023,4,2313.0,328014,7.051528288426714,12380,37.742291487558454,4177.765255779795,25.403448087431695
Enfield,2023-05-01,2023,5,2547.0,328014,7.764912473248093,11985,36.53807459437707,4177.765255779795,25.403448087431695
Enfield,2023-06-01,2023,6,2525.0,328014,7.697842165273434,12190,37.163047918686395,4177.765255779795,25.403448087431695
Enfield,2023-07-01,2023,7,2453.0,328014,7.478339339174547,12355,37.66607522849635,4177.765255779795,25.403448087431695
Enfield,2023-08-01,2023,8,2340.0,328014,7.1338418482137955,12215,37.23926417774851,4177.765255779795,25.403448087431695
Enfield,2023-09-01,2023,9,2501.0,328014,7.6246745565738046,12315,37.54412921399696,4177.765255779795,25.403448087431695
Enfield,2023-10-01,2023,10,2368.0,328014,7.2192040583633625,12505,38.12337278286902,4177.765255779795,25.403448087431695
Enfield,2023-11-01,2023,11,2461.0,328014,7.502728542074424,12505,38.12337278286902,4177.765255779795,25.403448087431695
Enfield,2023-12-01,2023,12,2498.0,328014,7.615528605486351,12605,38.42823781911748,4177.765255779795,25.403448087431695
Enfield,2024-01-01,2024,1,2409.0,327434,7.357207864791072,12505,38.190902594110575,4177.765255779795,25.403448087431695
Enfield,2024-02-01,2024,2,2224.0,327434,6.792208506141695,12765,38.984955746806996,4177.765255779795,25.403448087431695
Enfield,2024-03-01,2024,3,2284.0,327434,6.975451541379332,12710,38.816982964505826,4177.765255779795,25.403448087431695
Enfield,2024-04-01,2024,4,2337.0,327434,7.13731622250591,12655,38.649010182204655,4177.765255779795,25.403448087431695
Enfield,2024-05-01,2024,5,2580.0,327434,7.879450515218335,13130,40.099684211169276,4177.765255779795,25.403448087431695
Enfield,2024-06-01,2024,6,2459.0,327434,7.509910394155769,13650,41.68779051656212,4177.765255779795,25.403448087431695
Enfield,2024-07-01,2024,7,2478.0,327434,7.567937355314354,16945,51.750887201695605,4177.765255779795,25.403448087431695
Enfield,2024-08-01,2024,8,2475.0,327434,7.558775203552472,16255,49.6435922964628,4177.765255779795,25.403448087431695
Enfield,2024-09-01,2024,9,2719.0,327434,8.30396354685219,15980,48.80372838495697,4177.765255779795,25.403448087431695
Enfield,2024-10-01,2024,10,2725.0,327434,8.322287850375954,16060,49.048052431940484,4177.765255779795,25.403448087431695
Enfield,2024-11-01,2024,11,2718.0,327434,8.300909496264897,15715,47.99440497932408,4177.765255779795,25.403448087431695
Enfield,2024-12-01,2024,12,2427.0,327434,7.412180775362363,15720,48.00967523226055,4177.765255779795,25.403448087431695
Greenwich,2019-01-01,2019,1,2160.0,288205,7.49466525563401,4270,14.815842889609826,6048.988137816842,24.27517880794702
Greenwich,2019-02-01,2019,2,1985.0,288205,6.887458579830329,4545,15.770024808729897,6048.988137816842,24.27517880794702
Greenwich,2019-03-01,2019,3,2333.0,288205,8.094932426571365,4810,16.68950920351833,6048.988137816842,24.27517880794702
Greenwich,2019-04-01,2019,4,2279.0,288205,7.907565795180513,5035,17.470203500980205,6048.988137816842,24.27517880794702
Greenwich,2019-05-01,2019,5,2340.0,288205,8.119220693603511,5120,17.765132457799133,6048.988137816842,24.27517880794702
Greenwich,2019-06-01,2019,6,2421.0,288205,8.400270640689786,5440,18.87545323641158,6048.988137816842,24.27517880794702
Greenwich,2019-07-01,2019,7,2526.0,288205,8.764594646171995,5540,19.222428479727974,6048.988137816842,24.27517880794702
Greenwich,2019-08-01,2019,8,2467.0,288205,8.559879252615326,5730,19.88168144202911,6048.988137816842,24.27517880794702
Greenwich,2019-09-01,2019,9,2518.0,288205,8.736836626706685,5840,20.26335420967714,6048.988137816842,24.27517880794702
Greenwich,2019-10-01,2019,10,2398.0,288205,8.320466334727017,6005,20.835863361149183,6048.988137816842,24.27517880794702
Greenwich,2019-11-01,2019,11,2432.0,288205,8.43843791745459,6135,21.286931177460488,6048.988137816842,24.27517880794702
Greenwich,2019-12-01,2019,12,2154.0,288205,7.473846741035027,6040,20.95730469630992,6048.988137816842,24.27517880794702
Greenwich,2020-01-01,2020,1,2309.0,288384,8.006685530403907,6060,21.013648468708386,6048.988137816842,24.27517880794702
Greenwich,2020-02-01,2020,2,2239.0,288384,7.763953617399024,6315,21.897886151797604,6048.988137816842,24.27517880794702
Greenwich,2020-03-01,2020,3,1624.0,288384,5.631380381713272,6420,22.261984021304926,6048.988137816842,24.27517880794702
Greenwich,2020-04-01,2020,4,1641.0,288384,5.690329560585886,10385,36.011013093652906,6048.988137816842,24.27517880794702
Greenwich,2020-05-01,2020,5,2000.0,288384,6.9351975144252105,15155,52.551459165557034,6048.988137816842,24.27517880794702
Greenwich,2020-06-01,2020,6,2109.0,288384,7.313165778961385,15010,52.04865734576121,6048.988137816842,24.27517880794702
Greenwich,2020-07-01,2020,7,2281.0,288384,7.909592765201952,15405,53.41835885486019,6048.988137816842,24.27517880794702
Greenwich,2020-08-01,2020,8,2194.0,288384,7.607911673324456,15820,54.85741233910342,6048.988137816842,24.27517880794702
Greenwich,2020-09-01,2020,9,2183.0,288384,7.569768086995118,16035,55.60294607190413,6048.988137816842,24.27517880794702
Greenwich,2020-10-01,2020,10,2166.0,288384,7.510818908122503,15530,53.851808699511764,6048.988137816842,24.27517880794702
Greenwich,2020-11-01,2020,11,2106.0,288384,7.302762982689747,15925,55.22151020861074,6048.988137816842,24.27517880794702
Greenwich,2020-12-01,2020,12,1830.0,288384,6.345705725699068,16070,55.724312028406565,6048.988137816842,24.27517880794702
Greenwich,2021-01-01,2021,1,1688.0,289537,5.829997547809088,15840,54.70803386095732,6048.988137816842,24.27517880794702
Greenwich,2021-02-01,2021,2,1788.0,289537,6.175376549456546,16580,57.26383847314851,6048.988137816842,24.27517880794702
Greenwich,2021-03-01,2021,3,2175.0,289537,7.511993285832208,16640,57.47106587413699,6048.988137816842,24.27517880794702
Greenwich,2021-04-01,2021,4,2026.0,289537,6.997378573377496,16495,56.97026632174817,6048.988137816842,24.27517880794702
Greenwich,2021-05-01,2021,5,2271.0,289537,7.843557127413768,15625,53.96546900741529,6048.988137816842,24.27517880794702
Greenwich,2021-06-01,2021,6,2266.0,289537,7.826288177331395,14525,50.16629998929325,6048.988137816842,24.27517880794702
Greenwich,2021-07-01,2021,7,2197.0,289537,7.587976666194649,14270,49.285583535092236,6048.988137816842,24.27517880794702
