borough,date,year,month,crime_count,population,crime_per_1000,claimant_count,claimant_per_1000,population_density,imd_value
Hillingdon,2024-07-01,2024,7,2791.0,329185,8.478515120676823,10405,31.608366116317573,2678.6772199135776,17.839329192546586
Hillingdon,2024-08-01,2024,8,2742.0,329185,8.329662651700412,10305,31.30458556738612,2678.6772199135776,17.839329192546586
Hillingdon,2024-09-01,2024,9,2374.0,329185,7.211750231632668,10445,31.729878335890152,2678.6772199135776,17.839329192546586
Hillingdon,2024-10-01,2024,10,2612.0,329185,7.934747938089523,10635,32.30706137885991,2678.6772199135776,17.839329192546586
Hillingdon,2024-11-01,2024,11,2599.0,329185,7.895256466728435,10410,31.623555143764143,2678.6772199135776,17.839329192546586
Hillingdon,2024-12-01,2024,12,2407.0,329185,7.311997812780048,10425,31.669122226103866,2678.6772199135776,17.839329192546586
Hounslow,2019-01-01,2019,1,2114.0,289652,7.298413268335796,5600,19.33354508168423,4970.96068892316,21.371711267605633
Hounslow,2019-02-01,2019,2,2210.0,289652,7.629845469736097,5985,20.66272630605002,4970.96068892316,21.371711267605633
Hounslow,2019-03-01,2019,3,2379.0,289652,8.21330424095121,6040,20.852609338102273,4970.96068892316,21.371711267605633
Hounslow,2019-04-01,2019,4,2221.0,289652,7.667822076146549,6075,20.9734439948628,4970.96068892316,21.371711267605633
Hounslow,2019-05-01,2019,5,2138.0,289652,7.381271318685871,6105,21.0770165578004,4970.96068892316,21.371711267605633
Hounslow,2019-06-01,2019,6,2253.0,289652,7.7782994766133156,6115,21.11154074544626,4970.96068892316,21.371711267605633
Hounslow,2019-07-01,2019,7,2354.0,289652,8.126993771836549,6105,21.0770165578004,4970.96068892316,21.371711267605633
Hounslow,2019-08-01,2019,8,2048.0,289652,7.070553629873089,6170,21.301423777498517,4970.96068892316,21.371711267605633
Hounslow,2019-09-01,2019,9,2199.0,289652,7.591868863325646,6195,21.387734246613178,4970.96068892316,21.371711267605633
Hounslow,2019-10-01,2019,10,2262.0,289652,7.809371245494593,6305,21.76750031071769,4970.96068892316,21.371711267605633
Hounslow,2019-11-01,2019,11,2274.0,289652,7.85080027066963,6275,21.663927747780093,4970.96068892316,21.371711267605633
Hounslow,2019-12-01,2019,12,2284.0,289652,7.8853244583154956,6260,21.612141466311297,4970.96068892316,21.371711267605633
Hounslow,2020-01-01,2020,1,2241.0,289773,7.733639780103736,6315,21.792920665486434,4970.96068892316,21.371711267605633
Hounslow,2020-02-01,2020,2,2012.0,289773,6.943366014086889,6615,22.828213808739942,4970.96068892316,21.371711267605633
Hounslow,2020-03-01,2020,3,1708.0,289773,5.894268962256662,6690,23.08703709455332,4970.96068892316,21.371711267605633
Hounslow,2020-04-01,2020,4,1777.0,289773,6.1323863852049705,10120,34.92388869908515,4970.96068892316,21.371711267605633
Hounslow,2020-05-01,2020,5,1921.0,289773,6.629327093966657,15040,51.902696248442744,4970.96068892316,21.371711267605633
Hounslow,2020-06-01,2020,6,1958.0,289773,6.757013248301257,14980,51.695637619792045,4970.96068892316,21.371711267605633
Hounslow,2020-07-01,2020,7,2176.0,289773,7.509326265732142,15325,52.886224734533585,4970.96068892316,21.371711267605633
Hounslow,2020-08-01,2020,8,2036.0,289773,7.02618946554717,15800,54.52543887801831,4970.96068892316,21.371711267605633
Hounslow,2020-09-01,2020,9,2187.0,289773,7.547287014318104,16090,55.52622224983004,4970.96068892316,21.371711267605633
Hounslow,2020-10-01,2020,10,2118.0,289773,7.3091695913697965,15980,55.14661476397042,4970.96068892316,21.371711267605633
Hounslow,2020-11-01,2020,11,1968.0,289773,6.791523019743041,16770,57.87288670787134,4970.96068892316,21.371711267605633
Hounslow,2020-12-01,2020,12,1680.0,289773,5.797641602219668,16835,58.097200222242925,4970.96068892316,21.371711267605633
Hounslow,2021-01-01,2021,1,1578.0,288164,5.476048361349787,16440,57.05084604600158,4970.96068892316,21.371711267605633
Hounslow,2021-02-01,2021,2,1589.0,288164,5.514221068558182,17570,60.972224150136725,4970.96068892316,21.371711267605633
Hounslow,2021-03-01,2021,3,2023.0,288164,7.020307880234866,17695,61.40600491386849,4970.96068892316,21.371711267605633
Hounslow,2021-04-01,2021,4,1900.0,288164,6.59346760872281,17530,60.833414305742565,4970.96068892316,21.371711267605633
Hounslow,2021-05-01,2021,5,2026.0,288164,7.030718618564429,16485,57.207007120945015,4970.96068892316,21.371711267605633
Hounslow,2021-06-01,2021,6,2131.0,288164,7.39509446009911,15220,52.81714579197957,4970.96068892316,21.371711267605633
Hounslow,2021-07-01,2021,7,2066.0,288164,7.169528462958593,14795,51.34229119529157,4970.96068892316,21.371711267605633
Hounslow,2021-08-01,2021,8,1931.0,288164,6.701045238128288,14015,48.63549922960536,4970.96068892316,21.371711267605633
Hounslow,2021-09-01,2021,9,1944.0,288164,6.746158437556391,13170,45.70314126677864,4970.96068892316,21.371711267605633
Hounslow,2021-10-01,2021,10,1979.0,288164,6.867617051401285,12505,43.39542760372565,4970.96068892316,21.371711267605633
Hounslow,2021-11-01,2021,11,2148.0,288164,7.45408864396663,12020,41.71235824044641,4970.96068892316,21.371711267605633
Hounslow,2021-12-01,2021,12,1818.0,288164,6.308907427714773,11445,39.7169667272803,4970.96068892316,21.371711267605633
Hounslow,2022-01-01,2022,1,1921.0,289196,6.642553838918934,11125,38.46872017593604,4970.96068892316,21.371711267605633
Hounslow,2022-02-01,2022,2,1828.0,289196,6.320972627560547,11040,38.174801864479456,4970.96068892316,21.371711267605633
Hounslow,2022-03-01,2022,3,2068.0,289196,7.150859624614449,10400,35.961769872335715,4970.96068892316,21.371711267605633
Hounslow,2022-04-01,2022,4,1961.0,289196,6.780868338427918,9885,34.180970691157555,4970.96068892316,21.371711267605633
Hounslow,2022-05-01,2022,5,2215.0,289196,7.659165410309963,9565,33.074454695085684,4970.96068892316,21.371711267605633
Hounslow,2022-06-01,2022,6,2055.0,289196,7.105907412274029,9395,32.486618072172504,4970.96068892316,21.371711267605633
Hounslow,2022-07-01,2022,7,2029.0,289196,7.016002987593189,9210,31.84691351194346,4970.96068892316,21.371711267605633
Hounslow,2022-08-01,2022,8,2048.0,289196,7.081702374859957,9130,31.57028451292549,4970.96068892316,21.371711267605633
Hounslow,2022-09-01,2022,9,1996.0,289196,6.901893525498278,9230,31.916070761697945,4970.96068892316,21.371711267605633
Hounslow,2022-10-01,2022,10,2162.0,289196,7.4758986984605595,9150,31.63944176267998,4970.96068892316,21.371711267605633
Hounslow,2022-11-01,2022,11,2099.0,289196,7.258053361733911,9130,31.57028451292549,4970.96068892316,21.371711267605633
Hounslow,2022-12-01,2022,12,1889.0,289196,6.531902239311747,9205,31.82962419950484,4970.96068892316,21.371711267605633
Hounslow,2023-01-01,2023,1,2025.0,295221,6.859268141494,9220,31.23084062448132,4970.96068892316,21.371711267605633
Hounslow,2023-02-01,2023,2,1973.0,295221,6.6831289102062525,9415,31.89136274181037,4970.96068892316,21.371711267605633
Hounslow,2023-03-01,2023,3,2121.0,295221,7.184448260794456,9575,32.43332960731114,4970.96068892316,21.371711267605633
Hounslow,2023-04-01,2023,4,2028.0,295221,6.869430020222138,9900,33.53419980285955,4970.96068892316,21.371711267605633
Hounslow,2023-05-01,2023,5,2368.0,295221,8.021109609411255,9600,32.51801193004563,4970.96068892316,21.371711267605633
Hounslow,2023-06-01,2023,6,2318.0,295221,7.851744963942267,9730,32.95836000826499,4970.96068892316,21.371711267605633
Hounslow,2023-07-01,2023,7,2485.0,295221,8.417422879808685,9745,33.009169401905694,4970.96068892316,21.371711267605633
Hounslow,2023-08-01,2023,8,2454.0,295221,8.312416799617914,9610,32.55188485913942,4970.96068892316,21.371711267605633
Hounslow,2023-09-01,2023,9,2588.0,295221,8.7663140494748,9815,33.246279905562275,4970.96068892316,21.371711267605633
Hounslow,2023-10-01,2023,10,2207.0,295221,7.475755451001115,9795,33.178534047374676,4970.96068892316,21.371711267605633
Hounslow,2023-11-01,2023,11,2411.0,295221,8.166763204514584,9850,33.364835157390566,4970.96068892316,21.371711267605633
Hounslow,2023-12-01,2023,12,2226.0,295221,7.54011401627933,9775,33.11078818918708,4970.96068892316,21.371711267605633
Hounslow,2024-01-01,2024,1,2136.0,299424,7.133696697659506,9780,32.66271240782302,4970.96068892316,21.371711267605633
Hounslow,2024-02-01,2024,2,2220.0,299424,7.414235331837127,9940,33.19707171101849,4970.96068892316,21.371711267605633
Hounslow,2024-03-01,2024,3,2126.0,299424,7.100299241209789,9845,32.87979587474618,4970.96068892316,21.371711267605633
Hounslow,2024-04-01,2024,4,2212.0,299424,7.387517366677354,9700,32.395532756225286,4970.96068892316,21.371711267605633
Hounslow,2024-05-01,2024,5,2130.0,299424,7.113658223789676,9830,32.8296996900716,4970.96068892316,21.371711267605633
Hounslow,2024-06-01,2024,6,2205.0,299424,7.364139147162552,10280,34.33258523030886,4970.96068892316,21.371711267605633
Hounslow,2024-07-01,2024,7,2540.0,299424,8.482953938228064,11310,37.77252324462969,4970.96068892316,21.371711267605633
Hounslow,2024-08-01,2024,8,2253.0,299424,7.5244469381211925,11265,37.622234690605964,4970.96068892316,21.371711267605633
Hounslow,2024-09-01,2024,9,2191.0,299424,7.317382708132949,11225,37.48864486480709,4970.96068892316,21.371711267605633
Hounslow,2024-10-01,2024,10,2310.0,299424,7.714812439884578,11165,37.288260126108796,4970.96068892316,21.371711267605633
Hounslow,2024-11-01,2024,11,2276.0,299424,7.601261087955541,10905,36.41992625841616,4970.96068892316,21.371711267605633
Hounslow,2024-12-01,2024,12,2201.0,299424,7.350780164582665,10610,35.43470129314951,4970.96068892316,21.371711267605633
Islington,2019-01-01,2019,1,2473.0,221994,11.139940719118535,4760,21.442020955521322,16037.727467069308,27.706040650406504
Islington,2019-02-01,2019,2,2214.0,221994,9.97324252006811,4960,22.34294620575331,16037.727467069308,27.706040650406504
Islington,2019-03-01,2019,3,2459.0,221994,11.076875951602295,5035,22.680793174590306,16037.727467069308,27.706040650406504
Islington,2019-04-01,2019,4,2502.0,221994,11.270574880402172,5110,23.0186401434273,16037.727467069308,27.706040650406504
Islington,2019-05-01,2019,5,2472.0,221994,11.135436092867376,5180,23.333963981008495,16037.727467069308,27.706040650406504
Islington,2019-06-01,2019,6,2293.0,221994,10.329107993909744,5385,24.257412362496282,16037.727467069308,27.706040650406504
Islington,2019-07-01,2019,7,2788.0,221994,12.558897988233916,5435,24.48264367505428,16037.727467069308,27.706040650406504
Islington,2019-08-01,2019,8,2394.0,221994,10.7840752452769,5490,24.73039811886808,16037.727467069308,27.706040650406504
Islington,2019-09-01,2019,9,2460.0,221994,11.081380577853457,5520,24.865536906402877,16037.727467069308,27.706040650406504
Islington,2019-10-01,2019,10,2766.0,221994,12.459796210708397,5630,25.361045794030467,16037.727467069308,27.706040650406504
Islington,2019-11-01,2019,11,2617.0,221994,11.788606899285567,5595,25.203383875239872,16037.727467069308,27.706040650406504
Islington,2019-12-01,2019,12,2415.0,221994,10.878672396551258,5580,25.135814481472472,16037.727467069308,27.706040650406504
Islington,2020-01-01,2020,1,2589.0,221018,11.713978047036893,5615,25.405170619587544,16037.727467069308,27.706040650406504
Islington,2020-02-01,2020,2,2543.0,221018,11.505850202245972,5780,26.151716149815854,16037.727467069308,27.706040650406504
Islington,2020-03-01,2020,3,1630.0,221018,7.374964934982671,5815,26.310074292591555,16037.727467069308,27.706040650406504
Islington,2020-04-01,2020,4,1468.0,221018,6.641992959849424,8825,39.92887457130188,16037.727467069308,27.706040650406504
Islington,2020-05-01,2020,5,1733.0,221018,7.840990326579736,12505,56.579102154575644,16037.727467069308,27.706040650406504
Islington,2020-06-01,2020,6,1927.0,221018,8.718746889393625,12475,56.443366603625044,16037.727467069308,27.706040650406504
Islington,2020-07-01,2020,7,2204.0,221018,9.972038476504176,12730,57.59711878670515,16037.727467069308,27.706040650406504
Islington,2020-08-01,2020,8,2355.0,221018,10.655240749622203,13015,58.88660652073587,16037.727467069308,27.706040650406504
Islington,2020-09-01,2020,9,2321.0,221018,10.501407125211522,13200,59.723642418264575,16037.727467069308,27.706040650406504
Islington,2020-10-01,2020,10,2184.0,221018,9.881548109203775,13110,59.31643576541277,16037.727467069308,27.706040650406504
Islington,2020-11-01,2020,11,1988.0,221018,8.994742509659847,13545,61.28460125419649,16037.727467069308,27.706040650406504
Islington,2020-12-01,2020,12,1819.0,221018,8.23009890597146,13730,62.1216371517252,16037.727467069308,27.706040650406504
Islington,2021-01-01,2021,1,1492.0,217050,6.873992167703294,13535,62.35890347846118,16037.727467069308,27.706040650406504
Islington,2021-02-01,2021,2,1536.0,217050,7.076710435383552,14115,65.0310988251555,16037.727467069308,27.706040650406504
Islington,2021-03-01,2021,3,1843.0,217050,8.491131075788989,14150,65.19235199262843,16037.727467069308,27.706040650406504
Islington,2021-04-01,2021,4,1934.0,217050,8.910389311218612,14060,64.77770099055518,16037.727467069308,27.706040650406504
Islington,2021-05-01,2021,5,2061.0,217050,9.49550794747754,13260,61.09191430545957,16037.727467069308,27.706040650406504
Islington,2021-06-01,2021,6,2065.0,217050,9.513936880903017,12410,57.1757659525455,16037.727467069308,27.706040650406504
Islington,2021-07-01,2021,7,2226.0,217050,10.255701451278506,11965,55.125547108961065,16037.727467069308,27.706040650406504
Islington,2021-08-01,2021,8,2187.0,217050,10.076019350380097,11330,52.199953927666435,16037.727467069308,27.706040650406504
Islington,2021-09-01,2021,9,2198.0,217050,10.12669891730016,10905,50.241879751209396,16037.727467069308,27.706040650406504
Islington,2021-10-01,2021,10,2383.0,217050,10.97903708822852,10425,48.03040774015204,16037.727467069308,27.706040650406504
Islington,2021-11-01,2021,11,2319.0,217050,10.684174153420871,9905,45.6346463948399,16037.727467069308,27.706040650406504
Islington,2021-12-01,2021,12,2087.0,217050,9.615296014743146,9460,43.58442755125547,16037.727467069308,27.706040650406504
Islington,2022-01-01,2022,1,2156.0,219769,9.81030081585665,9190,41.81663473920343,16037.727467069308,27.706040650406504
Islington,2022-02-01,2022,2,2091.0,219769,9.514535717048355,9265,42.157902160905316,16037.727467069308,27.706040650406504
Islington,2022-03-01,2022,3,2311.0,219769,10.515586820707197,8925,40.61082318252347,16037.727467069308,27.706040650406504
Islington,2022-04-01,2022,4,2142.0,219769,9.746597563805631,8685,39.51876743307746,16037.727467069308,27.706040650406504
Islington,2022-05-01,2022,5,2423.0,219769,11.025212837115335,8540,38.85898375112049,16037.727467069308,27.706040650406504
Islington,2022-06-01,2022,6,2156.0,219769,9.81030081585665,8330,37.903434970355235,16037.727467069308,27.706040650406504
Islington,2022-07-01,2022,7,2331.0,219769,10.606591466494365,8245,37.51666522575977,16037.727467069308,27.706040650406504
Islington,2022-08-01,2022,8,2296.0,219769,10.447333336366821,8195,37.28915361129186,16037.727467069308,27.706040650406504
Islington,2022-09-01,2022,9,2198.0,219769,10.0014105720097,8210,37.35740709563223,16037.727467069308,27.706040650406504
Islington,2022-10-01,2022,10,2523.0,219769,11.480236066051173,8150,37.08439315827073,16037.727467069308,27.706040650406504
Islington,2022-11-01,2022,11,2323.0,219769,10.570189608179497,8215,37.380158257079025,16037.727467069308,27.706040650406504
Islington,2022-12-01,2022,12,2147.0,219769,9.769348725252424,8140,37.038890835377146,16037.727467069308,27.706040650406504
Islington,2023-01-01,2023,1,2334.0,222333,10.497766863218686,8050,36.206950835008755,16037.727467069308,27.706040650406504
Islington,2023-02-01,2023,2,2110.0,222333,9.490269100853224,8255,37.12899119788785,16037.727467069308,27.706040650406504
Islington,2023-03-01,2023,3,2426.0,222333,10.911560587047358,8435,37.938587614074386,16037.727467069308,27.706040650406504
Islington,2023-04-01,2023,4,2412.0,222333,10.848591976899515,8560,38.500807347537254,16037.727467069308,27.706040650406504
Islington,2023-05-01,2023,5,2506.0,222333,11.271381216463592,8465,38.07352035010547,16037.727467069308,27.706040650406504
Islington,2023-06-01,2023,6,2521.0,222333,11.338847584479138,8615,38.748184030260916,16037.727467069308,27.706040650406504
Islington,2023-07-01,2023,7,2504.0,222333,11.262385700728187,8700,39.13049344901567,16037.727467069308,27.706040650406504
Islington,2023-08-01,2023,8,2425.0,222333,10.907062829179655,8570,38.54578492621429,16037.727467069308,27.706040650406504
Islington,2023-09-01,2023,9,2340.0,222333,10.524753410424903,8825,39.692713182478535,16037.727467069308,27.706040650406504
Islington,2023-10-01,2023,10,2381.0,222333,10.709161483000724,8855,39.827645918509624,16037.727467069308,27.706040650406504
Islington,2023-11-01,2023,11,2364.0,222333,10.632699599249774,8775,39.46782528909338,16037.727467069308,27.706040650406504
Islington,2023-12-01,2023,12,2259.0,222333,10.160435023140964,8750,39.35538134240081,16037.727467069308,27.706040650406504
Islington,2024-01-01,2024,1,2320.0,223024,10.40246789583184,8705,39.03167372121386,16037.727467069308,27.706040650406504
Islington,2024-02-01,2024,2,2301.0,223024,10.317275270822872,9075,40.69068799770428,16037.727467069308,27.706040650406504
Islington,2024-03-01,2024,3,2216.0,223024,9.936150369466963,9030,40.48891599110409,16037.727467069308,27.706040650406504
Islington,2024-04-01,2024,4,2549.0,223024,11.429263218308344,8990,40.30956309634837,16037.727467069308,27.706040650406504
Islington,2024-05-01,2024,5,2684.0,223024,12.034579238108902,9140,40.98213645168233,16037.727467069308,27.706040650406504
Islington,2024-06-01,2024,6,2638.0,223024,11.828323409139823,9230,41.385680464882704,16037.727467069308,27.706040650406504
Islington,2024-07-01,2024,7,2631.0,223024,11.796936652557573,9805,43.9638783269962,16037.727467069308,27.706040650406504
Islington,2024-08-01,2024,8,2597.0,223024,11.64448669201521,9820,44.03113566252959,16037.727467069308,27.706040650406504
Islington,2024-09-01,2024,9,2689.0,223024,12.056998349953368,9955,44.636451682330154,16037.727467069308,27.706040650406504
Islington,2024-10-01,2024,10,2744.0,223024,12.303608580242486,10005,44.860642800774805,16037.727467069308,27.706040650406504
Islington,2024-11-01,2024,11,2629.0,223024,11.787969007819788,9850,44.16565033359639,16037.727467069308,27.706040650406504
Islington,2024-12-01,2024,12,2512.0,223024,11.263361790659301,9795,43.91904010330727,16037.727467069308,27.706040650406504
Kensington and Chelsea,2019-01-01,2019,1,1735.0,146805,11.818398555907496,1995,13.589455400020436,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-02-01,2019,2,1698.0,146805,11.56636354347604,2080,14.16845475290351,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-03-01,2019,3,1944.0,146805,13.24205578829059,2115,14.406866251149484,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-04-01,2019,4,1785.0,146805,12.1589864105446,2130,14.509042607540614,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-05-01,2019,5,1855.0,146805,12.635809407036545,2140,14.577160178468036,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-06-01,2019,6,2049.0,146805,13.957290283028508,2210,15.053983174959981,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-07-01,2019,7,2173.0,146805,14.801948162528523,2215,15.088041960423691,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-08-01,2019,8,2639.0,146805,17.976226967746328,2240,15.258335887742243,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-09-01,2019,9,1983.0,146805,13.507714314907531,2270,15.462688600524505,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-10-01,2019,10,2164.0,146805,14.740642348693846,2260,15.394571029597085,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-11-01,2019,11,2208.0,146805,15.040359660774497,2265,15.428629815060795,13139.29636993956,22.019300970873783
Kensington and Chelsea,2019-12-01,2019,12,2154.0,146805,14.672524777766425,2275,15.496747385988215,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-01-01,2020,1,1955.0,144874,13.494484862708285,2295,15.841351795353203,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-02-01,2020,2,1742.0,144874,12.024241754904262,2385,16.462581277523917,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-03-01,2020,3,1206.0,144874,8.324475061087565,2395,16.531606775542883,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-04-01,2020,4,882.0,144874,6.088048925272996,3680,25.4013832709803,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-05-01,2020,5,1082.0,144874,7.46855888565236,5650,38.99940638071703,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-06-01,2020,6,1272.0,144874,8.780043348012756,5775,39.862225105954145,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-07-01,2020,7,1636.0,144874,11.292571475903198,5880,40.5869928351533,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-08-01,2020,8,1543.0,144874,10.650634344326793,6055,41.794939050485254,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-09-01,2020,9,1685.0,144874,11.630796416196143,6100,42.10555379157061,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-10-01,2020,10,1723.0,144874,11.893093308668222,5975,41.2427350663335,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-11-01,2020,11,1264.0,144874,8.72482294959758,6170,42.588732277703386,13139.29636993956,22.019300970873783
Kensington and Chelsea,2020-12-01,2020,12,1474.0,144874,10.174358407995914,6255,43.17544901086461,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-01-01,2021,1,1046.0,144266,7.250495612271775,6255,43.35740923017204,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-02-01,2021,2,1109.0,144266,7.68718894264761,6505,45.09031927134598,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-03-01,2021,3,1269.0,144266,8.796251368998933,6530,45.26361027546338,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-04-01,2021,4,1362.0,144266,9.440893904315638,6445,44.67442086146424,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-05-01,2021,5,1568.0,144266,10.868811778242968,6115,42.38697960711463,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-06-01,2021,6,1558.0,144266,10.79949537659601,5680,39.37171613547198,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-07-01,2021,7,1621.0,144266,11.236188706971843,5485,38.0200463033563,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-08-01,2021,8,1589.0,144266,11.014376221701578,5225,36.2178198605354,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-09-01,2021,9,1762.0,144266,12.213549970193947,4925,34.13832781112667,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-10-01,2021,10,1810.0,144266,12.546268698099345,4885,33.86106220453883,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-11-01,2021,11,1762.0,144266,12.213549970193947,4755,32.959948983128385,13139.29636993956,22.019300970873783
Kensington and Chelsea,2021-12-01,2021,12,1673.0,144266,11.596633995536024,4565,31.64293735183619,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-01-01,2022,1,1682.0,146336,11.49409577957577,4305,29.418598294336324,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-02-01,2022,2,1512.0,146336,10.33238574240105,4245,29.008582987098187,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-03-01,2022,3,1711.0,146336,11.69226984474087,4055,27.710201180844088,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-04-01,2022,4,1665.0,146336,11.377924775858299,3850,26.30931554778045,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-05-01,2022,5,1675.0,146336,11.446260660397988,3750,25.625956702383554,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-06-01,2022,6,1697.0,146336,11.596599606385306,3705,25.318445221954953,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-07-01,2022,7,1816.0,146336,12.409796632407609,3600,24.60091843428821,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-08-01,2022,8,2189.0,146336,14.958725125738027,3540,24.190903127050074,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-09-01,2022,9,1560.0,146336,10.660397988191558,3455,23.610048108462717,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-10-01,2022,10,1829.0,146336,12.498633282309205,3425,23.405040454843647,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-11-01,2022,11,1802.0,146336,12.314126394052044,3445,23.541712223923025,13139.29636993956,22.019300970873783
Kensington and Chelsea,2022-12-01,2022,12,1681.0,146336,11.487262191121802,3420,23.370872512573804,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-01-01,2023,1,1712.0,146499,11.686086594447742,3340,22.798790435429595,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-02-01,2023,2,1532.0,146499,10.457409265592258,3345,22.832920361231135,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-03-01,2023,3,1749.0,146499,11.93864804537915,3360,22.93531013863576,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-04-01,2023,4,1749.0,146499,11.93864804537915,3280,22.3892313258111,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-05-01,2023,5,1949.0,146499,13.303845077440801,3285,22.42336125161264,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-06-01,2023,6,1960.0,146499,13.378930914204192,3355,22.901180212834216,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-07-01,2023,7,1925.0,146499,13.140021433593404,3360,22.93531013863576,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-08-01,2023,8,2459.0,146499,16.785097509198017,3310,22.594010880620345,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-09-01,2023,9,1842.0,146499,12.573464665287817,3345,22.832920361231135,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-10-01,2023,10,2024.0,146499,13.815793964463921,3335,22.76466050962805,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-11-01,2023,11,2048.0,146499,13.979617608311319,3350,22.867050287032676,13139.29636993956,22.019300970873783
Kensington and Chelsea,2023-12-01,2023,12,1822.0,146499,12.436944962081652,3350,22.867050287032676,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-01-01,2024,1,1824.0,144518,12.621265171120553,3350,23.18050346669619,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-02-01,2024,2,1933.0,144518,13.375496477947383,3385,23.422687831273613,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-03-01,2024,3,1864.0,144518,12.898047302066178,3340,23.111307933959782,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-04-01,2024,4,1892.0,144518,13.091794793728116,3315,22.93831910211877,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-05-01,2024,5,1880.0,144518,13.00876015444443,3385,23.422687831273613,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-06-01,2024,6,1859.0,144518,12.863449535697974,3430,23.73406772858744,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-07-01,2024,7,1790.0,144518,12.38600035981677,3830,26.501889038043704,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-08-01,2024,8,2477.0,144518,17.1397334588079,3775,26.121313607993468,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-09-01,2024,9,1805.0,144518,12.48979365892138,3800,26.294302439834482,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-10-01,2024,10,1995.0,144518,13.804508780913105,3860,26.709475636252925,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-11-01,2024,11,2001.0,144518,13.84602610055495,3825,26.467291271675503,13139.29636993956,22.019300970873783
Kensington and Chelsea,2024-12-01,2024,12,1850.0,144518,12.80117355623521,3845,26.605682337148316,13139.29636993956,22.019300970873783
Kingston upon Thames,2019-01-01,2019,1,1021.0,169797,6.013062657172977,1710,10.070849308291667,4819.520457432691,11.303244897959184
Kingston upon Thames,2019-02-01,2019,2,990.0,169797,5.830491704800438,1785,10.512553225322002,4819.520457432691,11.303244897959184
